Contract,Reentrancy,Integer,Access,TOD,DoS,Delegatecall,Unchecked Call,Timestamp,Frozen Ether
contract_036.sol,Osiris,"Osiris, Oyente",-,-,-,-,-,-,-
contract_037.sol,Slither,"Osiris, Oyente",-,Mythril,-,-,-,"Mythril, Slither",-
contract_038.sol,Mythril,Oyente,-,-,-,-,Mythril,-,-
contract_039.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_040.sol,Slither,"Osiris, Oyente",Mythril,-,-,-,-,"Mythril, Slither",-
contract_041.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_042.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_043.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_044.sol,-,"Mythril, Osiris, Oyente",-,"Mythril, Oyente",-,-,-,"Mythril, Oyente, Slither",-
contract_045.sol,-,-,-,-,Osiris,-,-,-,-
contract_046.sol,-,"Osiris, Oyente",-,Mythril,-,-,-,"Mythril, Slither",-
contract_047.sol,"Mythril, Slither",-,-,-,-,-,Mythril,"Mythril, Oyente, Slither",-
contract_048.sol,-,-,-,Mythril,-,-,-,-,-
contract_049.sol,Slither,"Mythril, Osiris, Oyente",-,-,-,-,-,Mythril,-
contract_051.sol,Slither,-,-,-,-,-,-,-,-
contract_052.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_053.sol,"Mythril, Slither","Osiris, Oyente",-,-,-,-,Mythril,-,-
contract_054.sol,-,-,-,-,-,-,-,-,-
contract_055.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_056.sol,Slither,"Mythril, Osiris, Oyente",-,-,-,-,-,"Mythril, Slither",-
contract_057.sol,Slither,Oyente,-,Oyente,-,-,-,-,-
contract_058.sol,"Oyente, Slither","Osiris, Oyente",-,Oyente,"Osiris, Oyente",-,-,-,-
contract_059.sol,-,"Osiris, Oyente",-,-,Osiris,-,Mythril,"Mythril, Slither",-
contract_060.sol,Slither,"Osiris, Oyente",-,Oyente,-,-,-,-,-
contract_061.sol,"Mythril, Osiris, Slither",-,Mythril,"Mythril, Oyente",-,-,Mythril,"Mythril, Oyente, Slither",Mythril
contract_062.sol,Slither,"Osiris, Oyente",-,Oyente,-,-,-,"Oyente, Slither",-
contract_063.sol,"Mythril, Slither",Oyente,-,"Mythril, Oyente",-,-,Mythril,-,-
contract_064.sol,-,Oyente,-,-,-,-,-,-,-
contract_065.sol,-,-,-,-,-,-,-,-,-
contract_066.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",-
contract_067.sol,Osiris,Oyente,-,-,-,-,-,-,-
contract_068.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_069.sol,Osiris,-,-,Oyente,-,-,-,-,-
contract_070.sol,Mythril,-,Mythril,Mythril,-,-,Mythril,-,-
contract_071.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_072.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_073.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_074.sol,"Mythril, Slither","Mythril, Osiris, Oyente",-,-,-,-,Mythril,-,Slither
contract_075.sol,-,"Osiris, Oyente",-,-,-,-,-,-,Slither
contract_076.sol,-,Oyente,-,-,-,-,-,-,-
contract_077.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_078.sol,Slither,"Osiris, Oyente",-,Oyente,-,-,-,-,-
contract_079.sol,Slither,"Mythril, Osiris, Oyente",-,Oyente,-,-,-,"Mythril, Oyente, Slither",-
contract_080.sol,Slither,"Osiris, Oyente",-,Oyente,-,-,-,-,-
contract_081.sol,-,Oyente,-,Oyente,-,-,-,Slither,-
contract_082.sol,-,"Osiris, Oyente",-,-,-,-,-,-,Slither
contract_083.sol,"Mythril, Slither",Oyente,-,-,-,-,Mythril,Mythril,-
contract_084.sol,Slither,-,-,-,-,-,-,Slither,-
contract_085.sol,Slither,"Mythril, Osiris, Oyente",-,-,-,-,-,-,-
contract_086.sol,"Osiris, Slither","Osiris, Oyente",-,-,"Osiris, Oyente",-,-,Slither,-
contract_087.sol,Slither,"Osiris, Oyente",-,Oyente,-,-,-,-,-
contract_088.sol,Slither,-,-,-,-,-,-,-,-
contract_089.sol,-,-,-,-,-,-,-,-,-
contract_090.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_091.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_092.sol,-,Oyente,-,-,-,-,-,-,-
contract_093.sol,-,-,-,-,-,-,-,-,Slither
contract_094.sol,Osiris,-,-,Oyente,-,-,-,-,-
contract_095.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_096.sol,"Mythril, Slither","Mythril, Oyente",-,Mythril,-,-,Mythril,"Mythril, Oyente",-
contract_097.sol,"Mythril, Slither","Mythril, Osiris, Oyente",-,-,-,-,Mythril,-,-
contract_098.sol,Slither,Oyente,-,-,"Osiris, Oyente",-,-,-,-
contract_099.sol,-,Oyente,-,Oyente,-,-,-,"Mythril, Oyente, Slither",-
contract_100.sol,-,"Osiris, Oyente",-,Oyente,-,-,-,"Oyente, Slither",-
contract_101.sol,-,"Mythril, Osiris, Oyente",-,-,-,-,-,"Mythril, Slither",-
contract_102.sol,"Mythril, Slither","Mythril, Osiris",Mythril,-,-,-,Mythril,-,-
contract_103.sol,-,-,-,-,-,-,-,-,-
contract_104.sol,-,Oyente,-,-,-,-,-,-,-
contract_105.sol,Slither,Osiris,-,-,-,-,-,-,-
contract_106.sol,Mythril,Oyente,-,-,-,-,Mythril,-,-
contract_107.sol,"Mythril, Slither",Mythril,-,Oyente,-,-,Mythril,"Mythril, Oyente",-
contract_108.sol,Slither,"Mythril, Oyente",Mythril,Mythril,-,-,-,-,-
contract_109.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_110.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_111.sol,Mythril,"Osiris, Oyente",-,-,-,-,Mythril,-,-
contract_112.sol,-,Oyente,-,-,-,-,-,-,-
contract_113.sol,Slither,-,-,-,-,-,-,-,-
contract_114.sol,Mythril,"Osiris, Oyente",-,-,-,-,Mythril,-,-
contract_115.sol,-,Oyente,-,Oyente,-,-,-,"Mythril, Oyente, Slither",-
contract_116.sol,Mythril,Oyente,-,-,-,-,Mythril,-,-
contract_117.sol,Slither,Osiris,-,Oyente,-,-,-,"Oyente, Slither",-
contract_118.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_119.sol,-,-,-,-,-,-,-,-,-
contract_120.sol,-,-,-,-,-,-,-,Slither,-
contract_121.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_122.sol,Slither,"Osiris, Oyente",-,Oyente,"Osiris, Oyente",-,-,-,-
contract_123.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,Slither
contract_124.sol,-,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_125.sol,-,Oyente,-,-,-,-,-,-,-
contract_126.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",Mythril
contract_127.sol,Slither,"Osiris, Oyente",-,-,"Osiris, Oyente",-,-,-,-
contract_128.sol,Slither,"Osiris, Oyente",-,Mythril,-,-,-,-,-
contract_129.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_130.sol,Slither,"Mythril, Osiris",-,Mythril,-,-,-,"Mythril, Slither",-
contract_131.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_132.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",Mythril
contract_133.sol,Slither,-,-,Oyente,-,-,-,"Mythril, Oyente, Slither",-
contract_134.sol,Slither,"Osiris, Oyente",-,-,"Osiris, Oyente",-,-,Slither,-
contract_135.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",Mythril
contract_136.sol,Slither,"Osiris, Oyente",-,Mythril,-,-,-,-,-
contract_137.sol,Slither,-,-,-,-,-,-,Slither,-
contract_138.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",-
contract_139.sol,Slither,Osiris,-,-,-,-,-,Slither,-
contract_140.sol,Slither,-,-,-,-,-,-,Mythril,-
contract_141.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",-
contract_142.sol,Slither,-,-,-,-,-,-,-,-
contract_143.sol,Osiris,-,-,Oyente,-,-,-,-,-
contract_144.sol,Slither,"Osiris, Oyente",-,-,"Osiris, Oyente",-,-,-,-
contract_145.sol,Slither,-,-,-,-,-,-,Slither,-
contract_146.sol,Slither,-,-,-,-,-,-,-,-
contract_147.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_148.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_149.sol,-,Oyente,-,-,-,-,-,-,-
contract_150.sol,Slither,"Osiris, Oyente",-,-,Oyente,-,-,-,-
contract_151.sol,-,-,-,-,-,-,-,-,-
contract_152.sol,Slither,"Mythril, Osiris",-,Mythril,-,-,-,"Mythril, Slither",-
contract_153.sol,-,Mythril,-,-,-,-,-,Mythril,-
contract_154.sol,Slither,Osiris,-,-,"Osiris, Oyente",-,Mythril,-,-
contract_155.sol,-,"Mythril, Osiris, Oyente",-,"Mythril, Oyente",-,-,-,"Mythril, Oyente, Slither",-
contract_156.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_157.sol,"Mythril, Osiris, Slither",Oyente,-,-,-,-,Mythril,Mythril,-
contract_158.sol,Slither,"Osiris, Oyente",-,Mythril,-,-,-,"Mythril, Slither",-
contract_159.sol,Slither,"Osiris, Oyente",Mythril,-,-,-,-,-,-
contract_160.sol,-,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_161.sol,"Mythril, Slither",Oyente,-,Oyente,-,-,Mythril,"Mythril, Slither",-
contract_162.sol,Mythril,"Mythril, Osiris, Oyente",-,-,-,-,Mythril,-,-
contract_163.sol,-,Osiris,-,Oyente,-,-,-,-,-
contract_164.sol,-,-,-,-,-,-,-,-,-
contract_165.sol,Slither,"Mythril, Osiris, Oyente",-,-,-,-,-,"Mythril, Slither",-
contract_166.sol,Slither,"Osiris, Oyente",-,Mythril,-,-,-,"Mythril, Slither",-
contract_167.sol,Slither,"Osiris, Oyente",-,Oyente,-,-,-,-,-
contract_168.sol,Slither,Osiris,-,Oyente,-,-,-,Oyente,-
contract_169.sol,-,"Osiris, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_170.sol,-,"Osiris, Oyente",-,-,-,-,-,Mythril,-
contract_171.sol,Slither,"Mythril, Oyente",-,-,-,-,-,Slither,-
contract_172.sol,-,Oyente,Mythril,Mythril,-,-,-,-,-
contract_173.sol,-,Oyente,-,-,-,-,-,-,-
contract_174.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_175.sol,Mythril,Oyente,-,-,-,-,Mythril,-,-
contract_176.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Slither",-
contract_177.sol,-,-,-,-,-,-,-,"Mythril, Slither",-
contract_178.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_179.sol,Slither,Osiris,-,-,-,-,-,"Mythril, Slither",-
contract_180.sol,Slither,Oyente,-,-,-,-,-,Slither,-
contract_181.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_182.sol,Slither,-,Mythril,Oyente,-,-,-,-,-
contract_183.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",Mythril
contract_184.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_185.sol,-,Oyente,-,-,-,-,-,-,-
contract_186.sol,Slither,-,-,-,-,-,-,Slither,-
contract_187.sol,"Mythril, Slither",-,Mythril,-,-,-,Mythril,-,-
contract_188.sol,Slither,-,Mythril,-,-,-,-,Mythril,-
contract_189.sol,"Osiris, Slither",-,-,Oyente,-,-,-,-,-
contract_190.sol,Slither,Osiris,-,-,-,-,-,-,-
contract_191.sol,Slither,-,-,-,-,-,-,-,-
contract_192.sol,-,-,-,-,-,-,-,-,-
contract_193.sol,Osiris,Oyente,-,-,-,-,-,-,-
contract_194.sol,Slither,-,-,-,-,-,-,-,-
contract_195.sol,Slither,-,-,-,-,-,-,"Mythril, Slither",-
contract_196.sol,"Mythril, Slither","Mythril, Osiris, Oyente",-,-,-,-,Mythril,"Mythril, Slither",-
contract_197.sol,Slither,-,-,-,-,-,-,Slither,-
contract_198.sol,Slither,"Mythril, Osiris",Mythril,Mythril,-,-,-,Mythril,-
contract_199.sol,-,"Osiris, Oyente",-,-,-,-,-,Slither,-
