Contract,Reentrancy,Integer,Access,TOD,DoS,Delegatecall,Unchecked Call,Timestamp,Frozen Ether
contract_050.sol,Slither,"Mythril, Osiris, Oyente",-,-,-,-,-,-,-
contract_051.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_052.sol,Slither,-,-,-,-,-,-,"Mythril, Osiris, Slither",-
contract_053.sol,"Mythril, Osiris, Slither","Mythril, Osiris",-,-,-,-,"Mythril, Osiris","Mythril, Osiris, Oyente",-
contract_054.sol,-,Oyente,-,-,-,-,-,-,-
contract_055.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_056.sol,"Mythril, Osiris","Osiris, Oyente","Mythril, Osiris","Mythril, Osiris",-,-,"Mythril, Osiris","Mythril, Osiris, Oyente, Slither",-
contract_057.sol,-,-,-,-,-,-,-,-,"Mythril, Osiris"
contract_058.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_059.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_060.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_061.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris, Oyente",-
contract_062.sol,Slither,Oyente,"Mythril, Osiris","Mythril, Osiris",-,-,-,"Mythril, Osiris, Slither",-
contract_063.sol,-,Oyente,-,-,-,-,-,-,-
contract_064.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Oyente,-
contract_065.sol,Slither,Oyente,"Mythril, Osiris",-,-,-,-,-,-
contract_066.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_067.sol,-,-,-,-,-,"Mythril, Osiris",-,-,-
contract_068.sol,"Mythril, Osiris, Slither",Oyente,"Mythril, Osiris",-,"Osiris, Oyente",-,"Mythril, Osiris",-,-
contract_069.sol,-,-,-,-,-,-,-,-,-
contract_070.sol,"Osiris, Slither","Osiris, Oyente",-,-,"Osiris, Oyente",-,-,Slither,-
contract_071.sol,Slither,-,-,-,-,-,-,-,-
contract_072.sol,"Mythril, Osiris, Slither",Oyente,-,-,-,-,"Mythril, Osiris","Mythril, Osiris, Oyente, Slither",-
contract_073.sol,-,-,-,-,-,-,-,-,-
contract_074.sol,-,Oyente,-,-,-,-,-,-,-
contract_075.sol,"Mythril, Osiris, Slither",Oyente,-,-,-,-,"Mythril, Osiris","Mythril, Osiris",-
contract_076.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris, Oyente",-
contract_077.sol,"Mythril, Osiris, Slither",Oyente,-,-,"Osiris, Oyente",-,"Mythril, Osiris",-,-
contract_078.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_079.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_080.sol,Slither,Oyente,-,-,-,-,-,Slither,-
contract_081.sol,Slither,-,-,-,-,-,-,-,-
contract_082.sol,Slither,-,-,"Mythril, Osiris",-,-,-,-,-
contract_083.sol,-,-,"Mythril, Osiris",-,-,-,-,-,-
contract_084.sol,-,Oyente,-,-,-,-,-,-,-
contract_085.sol,-,-,-,-,-,-,-,-,-
contract_086.sol,"Mythril, Osiris, Slither",-,"Mythril, Osiris",-,-,-,"Mythril, Osiris",-,-
contract_087.sol,-,Oyente,-,-,-,-,-,"Mythril, Osiris, Slither",Slither
contract_088.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_089.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_090.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Oyente,-
contract_091.sol,"Mythril, Osiris","Osiris, Oyente",-,-,-,-,"Mythril, Osiris",-,-
contract_092.sol,Slither,"Mythril, Osiris",-,-,-,-,-,-,-
contract_093.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_094.sol,Slither,"Mythril, Osiris, Oyente",-,-,-,-,-,-,-
contract_095.sol,-,"Osiris, Oyente",-,-,-,-,-,Slither,Slither
contract_096.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris, Oyente, Slither",-
contract_097.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris",-
contract_098.sol,"Osiris, Slither",Oyente,-,-,-,-,-,Slither,-
contract_099.sol,-,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_100.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_101.sol,Slither,"Mythril, Osiris",-,"Mythril, Osiris",-,-,-,"Mythril, Osiris, Slither",-
contract_102.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris",-
contract_103.sol,-,Oyente,-,-,-,-,-,-,-
contract_104.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_105.sol,"Osiris, Slither","Osiris, Oyente","Mythril, Osiris","Mythril, Osiris",-,-,-,"Mythril, Osiris, Slither",-
contract_106.sol,-,-,-,-,-,-,-,-,-
contract_107.sol,Slither,-,-,-,-,-,-,Slither,-
contract_108.sol,Slither,-,-,-,-,-,-,Slither,-
contract_109.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_110.sol,"Mythril, Slither",-,-,-,-,-,Mythril,"Mythril, Slither",-
contract_111.sol,Slither,-,"Mythril, Osiris",-,-,-,-,-,-
contract_112.sol,"Mythril, Osiris, Slither",Oyente,-,-,-,-,"Mythril, Osiris",-,-
contract_113.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_114.sol,"Mythril, Osiris, Slither",-,"Mythril, Osiris",-,-,-,"Mythril, Osiris",-,-
contract_115.sol,"Osiris, Slither","Osiris, Oyente","Mythril, Osiris","Mythril, Osiris",-,-,-,"Mythril, Osiris, Slither",-
contract_116.sol,"Mythril, Osiris",-,-,-,-,-,"Mythril, Osiris",-,Slither
contract_117.sol,-,"Osiris, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_118.sol,Slither,-,-,-,-,-,-,-,-
contract_119.sol,"Mythril, Osiris, Slither",Oyente,"Mythril, Osiris","Mythril, Osiris",-,-,"Mythril, Osiris",-,-
contract_120.sol,Slither,Oyente,-,-,-,-,-,"Oyente, Slither",-
contract_121.sol,"Mythril, Osiris, Slither","Osiris, Oyente",Mythril,-,-,-,Mythril,"Mythril, Slither",-
contract_122.sol,"Mythril, Osiris, Slither",-,-,-,-,-,"Mythril, Osiris",-,-
contract_123.sol,"Mythril, Osiris, Slither","Mythril, Osiris, Oyente",-,-,-,-,"Mythril, Osiris",-,-
contract_124.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_125.sol,-,-,-,-,-,-,-,-,-
contract_126.sol,-,"Mythril, Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris, Slither",-
contract_127.sol,Slither,"Osiris, Oyente",-,"Mythril, Osiris",-,-,-,"Mythril, Osiris",-
contract_128.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_129.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Slither",-
contract_130.sol,Slither,-,-,-,-,-,-,"Oyente, Slither",-
contract_131.sol,-,"Osiris, Oyente",-,"Mythril, Osiris",-,-,-,-,-
contract_132.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_133.sol,"Mythril, Osiris, Slither","Osiris, Oyente","Mythril, Osiris","Mythril, Osiris",-,-,"Mythril, Osiris",-,-
contract_134.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_135.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_136.sol,"Mythril, Osiris, Slither",Oyente,-,-,-,-,"Mythril, Osiris",-,-
contract_137.sol,-,Oyente,-,-,-,-,-,-,-
contract_138.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_139.sol,Mythril,-,-,-,-,-,Mythril,-,-
contract_140.sol,-,-,-,-,-,-,-,-,-
contract_141.sol,"Mythril, Osiris",-,-,-,-,-,"Mythril, Osiris",-,-
contract_142.sol,Slither,Osiris,-,-,-,-,-,Slither,-
contract_143.sol,"Mythril, Osiris, Slither",Osiris,-,"Mythril, Osiris",-,-,"Mythril, Osiris","Mythril, Osiris, Oyente",-
contract_144.sol,-,-,-,-,-,-,-,-,-
contract_145.sol,-,"Osiris, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_146.sol,-,-,-,-,-,-,-,-,-
contract_147.sol,-,"Osiris, Oyente","Mythril, Osiris","Mythril, Osiris",-,-,-,"Mythril, Osiris",-
contract_148.sol,-,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris, Slither",-
contract_149.sol,"Mythril, Osiris, Slither",-,"Mythril, Osiris","Mythril, Osiris",-,-,"Mythril, Osiris",-,-
contract_150.sol,Slither,"Osiris, Oyente","Mythril, Osiris",-,-,-,-,-,-
contract_151.sol,"Mythril, Osiris, Slither","Osiris, Oyente","Mythril, Osiris",-,-,-,"Mythril, Osiris","Mythril, Osiris, Slither",-
contract_152.sol,Slither,"Mythril, Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris",-
contract_153.sol,"Mythril, Osiris, Slither",Osiris,-,"Mythril, Osiris",-,-,"Mythril, Osiris","Mythril, Osiris, Oyente",-
contract_154.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Slither,-
contract_155.sol,-,-,Mythril,-,-,-,-,-,-
contract_156.sol,Slither,-,-,-,-,-,-,-,-
contract_157.sol,Slither,Oyente,-,-,-,-,-,"Mythril, Osiris",-
contract_158.sol,Slither,"Osiris, Oyente","Mythril, Osiris",-,-,-,-,-,-
contract_159.sol,"Mythril, Osiris, Slither",-,-,-,-,-,"Mythril, Osiris","Mythril, Osiris",-
contract_160.sol,-,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris",-
contract_161.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Slither,Slither
contract_162.sol,"Mythril, Osiris, Slither",-,"Mythril, Osiris",-,-,-,"Mythril, Osiris",-,-
contract_163.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris",-
contract_164.sol,"Mythril, Osiris, Slither",Oyente,-,-,-,-,"Mythril, Osiris",-,-
contract_165.sol,Slither,"Osiris, Oyente",-,-,-,-,-,Oyente,-
contract_166.sol,"Mythril, Slither",-,-,-,-,-,Mythril,"Mythril, Osiris, Oyente, Slither",-
contract_167.sol,Slither,-,-,-,-,-,-,-,Slither
contract_168.sol,Slither,"Osiris, Oyente",-,-,-,-,-,"Mythril, Osiris",-
contract_169.sol,Slither,Osiris,-,-,-,-,-,-,-
contract_170.sol,Slither,Oyente,-,-,-,-,-,Slither,-
contract_171.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_172.sol,Slither,-,-,-,-,-,-,-,-
contract_173.sol,Slither,"Osiris, Oyente",-,"Mythril, Osiris",-,-,-,"Mythril, Osiris, Oyente",-
contract_174.sol,"Osiris, Slither",-,Osiris,Osiris,-,-,Osiris,-,-
contract_175.sol,"Mythril, Osiris, Slither",Oyente,-,-,-,-,"Mythril, Osiris",-,-
contract_176.sol,Slither,"Mythril, Osiris",-,-,-,-,-,-,-
contract_177.sol,-,-,-,-,-,-,-,-,-
contract_178.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_179.sol,"Mythril, Osiris, Slither","Osiris, Oyente",-,-,-,-,"Mythril, Osiris",-,-
contract_180.sol,Slither,Oyente,"Mythril, Osiris","Mythril, Osiris",-,-,-,-,-
contract_181.sol,Slither,Oyente,-,-,-,-,-,"Oyente, Slither",-
contract_182.sol,-,Oyente,-,-,-,-,-,"Mythril, Osiris, Slither",-
contract_183.sol,"Osiris, Slither",Oyente,-,-,-,-,-,-,-
contract_184.sol,Slither,"Osiris, Oyente",-,"Mythril, Osiris",-,-,-,-,-
contract_185.sol,"Osiris, Slither","Osiris, Oyente",-,-,-,-,-,Slither,-
contract_186.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_187.sol,-,-,-,-,-,-,-,-,-
contract_188.sol,"Mythril, Osiris, Slither",Osiris,-,-,-,-,"Mythril, Osiris",-,-
contract_189.sol,-,Oyente,-,-,-,-,-,-,Slither
contract_190.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_191.sol,-,-,-,-,-,-,-,"Mythril, Slither",Mythril
contract_192.sol,-,"Osiris, Oyente",-,-,-,-,-,-,-
contract_193.sol,Slither,"Osiris, Oyente",-,-,-,-,-,-,-
contract_194.sol,Slither,"Mythril, Oyente",-,-,-,-,-,"Oyente, Slither",-
contract_195.sol,Slither,Oyente,-,-,-,-,-,-,-
contract_197.sol,Slither,"Osiris, Oyente",-,Osiris,-,-,-,-,-
contract_198.sol,"Mythril, Osiris","Osiris, Oyente",-,-,-,-,"Mythril, Osiris",-,Slither
contract_199.sol,"Mythril, Osiris","Osiris, Oyente",-,-,-,-,"Mythril, Osiris",-,Slither
contract_200.sol,-,"Osiris, Oyente","Mythril, Osiris",-,-,-,-,-,-
